"address_zip","average_Discounted_Price"
"28301","32.65666666666667"
"78043","32.65666666666667"
"2740","32.65191176470588"
"44233","32.650732142857144"
"48228","32.64397692307693"
"65706","32.63714705882353"
"48336","32.637058823529415"
"65401","32.62268367346932"
"10019","32.60067699115035"
"10314","32.59839166666667"
"46217","32.59659836065574"
"30809","32.59348275862069"
"3909","32.5884527559054"
"93561","32.58783152173907"
"36027","32.5838125"
"98106","32.5825925925926"
"29526","32.578250000000004"
"95628","32.56507500000001"
"71107","32.55074242424243"
"92869","32.54092753623187"
"91702","32.53545454545455"
"77335","32.52582142857143"
"60639","32.525785714285725"
"2467","32.523333333333305"
"36582","32.51952941176471"
"25177","32.51952941176471"
"32110","32.51786111111112"
"7470","32.49009090909092"
"11563","32.49"
"75287","32.49"
"23805","32.49"
"93657","32.49"
"19939","32.49"
"28174","32.49"
"84403","32.49"
"73055","32.49"
"90720","32.49"
"75010","32.49"
"75414","32.49"
"54703","32.49"
"49507","32.49"
"96825","32.49"
"32043","32.49"
"93023","32.49"
"33873","32.49"
"5641","32.49"
"53083","32.49"
"55128","32.49"
"27317","32.473067796610174"
"30120","32.47153703703704"
"16602","32.46128160919534"
"8043","32.43132352941177"
"8093","32.431279411764706"
"72040","32.4290243902439"
"11933","32.40473983739828"
"24179","32.40379310344828"
"18042","32.39681355932204"
"98512","32.39628125"
"11361","32.39006666666667"
"17022","32.37805970149253"
"11423","32.37473076923077"
"76301","32.36533333333333"
"84606","32.36223255813954"
"95404","32.35850000000001"
"55346","32.34877173913044"
"33617","32.34305882352942"
"92806","32.34294117647059"
"84604","32.323395833333336"
"98070","32.32338725490197"
"63383","32.30594736842106"
"91104","32.305239130434785"
"30233","32.30259375"
"33410","32.30256249999994"
"97701","32.302546875000004"
"80020","32.30085135135135"
"10009","32.297692307692316"
"43617","32.297692307692316"
"38501","32.297692307692316"
"63010","32.29438043478262"
"15106","32.29315151515152"
"84029","32.29000833333334"
"7055","32.28324137931035"
"35983","32.281177215189835"
"80909","32.27571428571429"
"48822","32.27146875"
"37027","32.25925000000001"
"10512","32.250060000000005"
"80920","32.24992125984245"
"13440","32.248102150537626"
"48180","32.23731720430106"
"92408","32.22217857142858"
"11373","32.217318181818186"
"50310","32.21222222222222"
"21060","32.21222222222222"
"97828","32.21222222222222"
"85259","32.21222222222222"
"12198","32.210617647058825"
"59427","32.2102559523809"
"19963","32.2045"
"72450","32.203820610686975"
"50131","32.19591176470588"
"33868","32.19515384615385"
"83638","32.194179166666615"
"3901","32.18214971751401"
"81624","32.175985714285716"
"92346","32.174403508771874"
"40291","32.16391304347827"
"77598","32.162046875"
"39402","32.15782903225798"
"7029","32.157"
"91762","32.156708333333334"
"92562","32.148341666666674"
"28801","32.143846153846155"
"14619","32.13729411764706"
"78411","32.135874999999935"
"87105","32.13285714285715"
"30341","32.13285714285715"
"8844","32.13285714285715"
"1801","32.131070512820514"
"25880","32.130640625000005"
"39759","32.127081218274064"
"46795","32.11922580645162"
"97212","32.11896212121212"
"64081","32.1140503875968"
"39705","32.11288596491229"
"95959","32.107705882352946"
"72745","32.10538461538462"
"53536","32.09596470588232"
"35811","32.09003333333328"
"61350","32.090006666666675"
"33496","32.079775641025606"
"6374","32.075898989898924"
"55371","32.06815625"
"53556","32.05896551724138"
"37660","32.057317307692315"
"30523","32.052687500000005"
"55735","32.04882352941176"
"48463","32.04560000000001"
"72704","32.03724528301887"
"97381","32.03056756756757"
"2302","32.02964473684211"
"20886","32.028480769230775"
"45417","32.027839622641515"
"21154","32.027092592592595"
"73110","32.01955462184866"
"37854","32.01831132075463"
"8234","32.00928846153847"
"93215","32.0055387596899"
"33904","32.00391666666665"
"95128","31.990142857142864"
"22201","31.99006086956518"
"64014","31.990020408163268"
"66061","31.990000000000002"
"44859","31.990000000000002"
"76018","31.990000000000002"
"11776","31.97961458333334"
"24112","31.97870454545455"
"3827","31.97848837209303"
"62448","31.975565217391296"
"22902","31.974893939393944"
"3570","31.971500000000006"
"75115","31.964129870129838"
"43224","31.96346666666664"
"78258","31.96286413043472"
"53228","31.962250000000008"
"30331","31.959742424242428"
"80121","31.95478235294114"
"73106","31.947192857142845"
"98201","31.93449206349207"
"68901","31.93444444444445"
"28610","31.93029850746268"
"98922","31.928476923076925"
"14482","31.927562500000004"
"8105","31.925483870967746"
"19966","31.924491803278688"
"1545","31.923350000000006"
"60120","31.914318181818185"
"97071","31.91190625"
"6457","31.90683333333334"
"80602","31.89771538461539"
"52577","31.896312499999958"
"32792","31.894761904761907"
"93109","31.893517543859655"
"27203","31.88662068965518"
"73162","31.878922222222222"
"46151","31.878914529914425"
"95815","31.87575714285713"
"30607","31.865093750000003"
"50501","31.865093750000003"
"15728","31.865000000000006"
"89120","31.865000000000006"
"97317","31.865000000000006"
"62428","31.865000000000006"
"33935","31.865000000000006"
"49905","31.862209302325525"
"91402","31.85372727272728"
"90703","31.85371022727268"
"83714","31.85122222222223"
"93030","31.848888235294073"
"71901","31.841851851851857"
"36744","31.839132075471706"
"65721","31.817116822429877"
"94561","31.814672774868978"
"38023","31.811452380952385"
"45236","31.808736263736208"
"6401","31.808393939393945"
"98328","31.808181818181822"
"73401","31.808181818181822"
"54115","31.808181818181822"
"60707","31.808181818181822"
"33415","31.808181818181822"
"62305","31.808181818181822"
"7940","31.808181818181822"
"15650","31.808181818181822"
"31064","31.808181818181822"
"70552","31.808181818181822"
"72205","31.808181818181822"
"98284","31.805037037037042"
"63128","31.800431034482767"
"40769","31.799783185840628"
"27834","31.79818604651158"
"78247","31.79006666666667"
"60433","31.789999999999974"
"10459","31.787654761904726"
"13350","31.786601744186"
"23832","31.785462121212117"
"2115","31.784871794871798"
"10541","31.783189655172418"
"7201","31.77571428571429"
"73057","31.77571428571429"
"78593","31.77571428571429"
"30040","31.76968644067797"
"14450","31.769594488188947"
"77584","31.76851265822781"
"78003","31.76777777777778"
"15904","31.756733333333337"
"60188","31.754794117647066"
"39157","31.754705882352944"
"21204","31.754705882352944"
"39355","31.754705882352944"
"50322","31.746993055555535"
"40741","31.74691216216214"
"63452","31.746756756756728"
"1960","31.745633333333277"
"70506","31.74257731958756"
"76058","31.740187500000005"
"90042","31.740000000000002"
"34996","31.730888888888895"
"92833","31.72913043478261"
"3602","31.72913043478261"
"53150","31.72913043478261"
"77020","31.72913043478261"
"14608","31.727432203389835"
"6518","31.726947368421055"
"85044","31.723755434782614"
"34481","31.720769230769147"
"91977","31.71413793103449"
"45107","31.71180188679238"
"11105","31.709307017543868"
"98006","31.70797435897437"
"79040","31.704364285714274"
"40057","31.70275373134318"
"92081","31.69974193548387"
"46528","31.697317073170737"
"93610","31.697317073170737"
"90012","31.695904411764705"
"72046","31.687968750000007"
"85364","31.681196078431306"
"48235","31.676679999999973"
"94541","31.675508064516137"
"33433","31.667697368421035"
"49508","31.6676447368421"
"33884","31.65863953488368"
"4048","31.65683333333334"
"28468","31.65666666666667"
"98108","31.65666666666667"
"11433","31.65666666666667"
"78501","31.65666666666667"
"92882","31.65666666666667"
"85020","31.65666666666667"
"12528","31.65666666666667"
"30102","31.65666666666667"
"80016","31.65666666666667"
"37327","31.65666666666667"
"89436","31.65666666666667"
"47304","31.65666666666667"
"84084","31.656666666666666"
"32333","31.656666666666666"
"30134","31.656666666666666"
"22960","31.656666666666666"
"54025","31.656666666666666"
"77087","31.65373636363637"
"95833","31.6513306451613"
"31831","31.645441747572736"
"89084","31.63708823529412"
"23503","31.6329357142857"
"18837","31.62940983606558"
"33183","31.622653061224494"
"33545","31.620289915966282"
"7066","31.607691176470592"
"48095","31.60631976744173"
"53189","31.60541538461539"
"43082","31.603113095238054"
"92708","31.59761214953269"
"32244","31.597321428571433"
"6422","31.591565217391295"
"50316","31.590000000000003"
"99009","31.590000000000003"
"50266","31.587781954887124"
"99664","31.58563602941165"
"90723","31.58424637681158"
"76825","31.57565765765766"
"7305","31.57149438202242"
"17602","31.570333333333295"
"2382","31.568947368421057"
"15851","31.565782828282764"
"61114","31.563836065573778"
"28704","31.56302083333327"
"70570","31.561571428571433"
"78148","31.55968354430376"
"87111","31.559191489361705"
"95341","31.553316455696162"
"38135","31.552524999999957"
"94533","31.552500000000006"
"60073","31.552500000000006"
"44070","31.552500000000006"
"37080","31.551837078651637"
"60647","31.547963157894714"
"72023","31.5409953703703"
"76273","31.54003333333334"
"21704","31.54003333333334"
"23602","31.537888297872275"
"75092","31.52869845360818"
"53212","31.528461538461542"
"13031","31.528461538461542"
"99201","31.528461538461542"
"26164","31.528461538461542"
"33702","31.528461538461542"
"75248","31.528461538461542"
"44280","31.52338333333334"
"14706","31.523366666666668"
"59102","31.522868852459023"
"88130","31.521359375000003"
"8550","31.519480392156794"
"35404","31.516368421052576"
"94518","31.510040000000004"
"39066","31.505151515151518"
"46013","31.502023809523816"
"2806","31.500106060606047"
"49021","31.49984313725491"
"76002","31.498789473684216"
"94129","31.495408602150484"
"91311","31.4901"
"37178","31.490070175438603"
"15642","31.490033333333336"
"74115","31.49000847457628"
"39828","31.480225490196084"
"6423","31.479361702127665"
"52001","31.47900555555556"
"6461","31.478911111111113"
"1118","31.477674999999998"
"89431","31.477256410256416"
"75007","31.471481481481486"
"92688","31.468546012269904"
"82072","31.468326086956523"
"98662","31.466081730769154"
"48836","31.46258256880727"
"27244","31.45948979591837"
"23523","31.455333333333314"
"8069","31.455139534883678"
"37180","31.454428571428572"
"93280","31.44888659793809"
"11434","31.448018691588786"
"13601","31.44558888888889"
"4093","31.44468181818182"
"47201","31.443639175257736"
"55347","31.43682978723405"
"37086","31.435673913043487"
"47802","31.43557272727273"
"45895","31.4326393442623"
"77515","31.43234615384616"
"78415","31.430160000000004"
"68790","31.42759090909086"
"52240","31.42480434782609"
"85701","31.423350000000006"
"14615","31.418571428571433"
"2149","31.418571428571433"
"29223","31.418571428571433"
"49651","31.418571428571433"
"96001","31.418571428571433"
"18810","31.418571428571433"
"18966","31.418571428571433"
"60586","31.418571428571433"
"92274","31.418571428571433"
"45106","31.418571428571433"
"30268","31.41857142857143"
"56082","31.41857142857143"
"10928","31.41857142857143"
"94588","31.41857142857143"
"10471","31.41857142857142"
"39819","31.415310344827535"
"21613","31.41317692307693"
"93955","31.41317307692308"
"32773","31.413134615384617"
"63037","31.412123376623352"
"11374","31.41148928571429"
"27609","31.41115789473685"
"25976","31.408662790697687"
"53211","31.397999999999918"
"33016","31.395094936708833"
"32563","31.39325806451607"
"18343","31.388821428571386"
"16059","31.385348837209307"
"57013","31.38176804123705"
"34452","31.37888888888889"
"17406","31.377868589743468"
"53070","31.375614457831297"
"60047","31.372113821138186"
"89107","31.370295774647875"
"76471","31.369655172413793"
"70806","31.369310344827593"
"92596","31.365375"
"78735","31.365175"
"51458","31.365046875000004"
"41537","31.359071428571433"
"93444","31.355046012269813"
"19803","31.35363636363637"
"2721","31.352412844036618"
"40806","31.349437500000004"
"78228","31.34916901408449"
"74014","31.34486290322581"
"81501","31.34460759493671"
"34471","31.343453333333308"
"10303","31.343238532110025"
"10552","31.34305882352941"
"30019","31.341351351351353"
"7450","31.341351351351353"
"92324","31.341351351351353"
"47532","31.341052631578947"
"94559","31.34057216494839"
"76692","31.336153846153852"
"54303","31.33446666666656"
"2895","31.333906250000002"
"21157","31.333283582089557"
"89502","31.33328358208955"
"10034","31.332169590643183"
"24067","31.332157894736845"
"54220","31.33109487179479"
"8859","31.330468085106386"
"49316","31.329966019417405"
"68154","31.32723255813949"
"47012","31.32616393442614"
"53120","31.32470472440945"
"70665","31.323333333333338"
"32459","31.323333333333338"
"24128","31.323333333333338"
"98034","31.323333333333338"
"32220","31.323333333333338"
"82431","31.323333333333334"
"97202","31.32011165048536"
"3826","31.308898550724628"
"80022","31.308891304347817"
"68135","31.301573770491807"
"19130","31.30044827586207"
"84770","31.299967391304296"
"89074","31.29776282051282"
"97220","31.29615306122449"
"19348","31.29479523809517"
"98390","31.29434782608696"
"35150","31.29434782608696"
"4032","31.29277064220176"
"35214","31.2902"
"98038","31.290050000000008"
"27957","31.28856716417911"
"98042","31.288355113636314"
"60103","31.283317307692315"
"93702","31.280322580645166"
"32738","31.280322580645166"
"78413","31.280322580645162"
"72958","31.275714285714287"
"19007","31.275714285714283"
"27616","31.274807947019838"
"60012","31.27428409090909"
"44202","31.273949152542283"
"70607","31.272532467532344"
"93611","31.272051282051287"
"29687","31.27032967032963"
"76008","31.269683615819076"
"21788","31.269607526881668"
"40744","31.26906976744182"
"8332","31.26710810810809"
"12189","31.266141791044774"
"39401","31.26344666666665"
"95670","31.263438202247087"
"2744","31.26290909090909"
"13114","31.26277272727273"
"1108","31.259841269841274"
"8742","31.25777464788732"
"60091","31.256800000000002"
"78664","31.256715151515024"
"11103","31.256688888888892"
"33193","31.254013888888892"
"72132","31.24937037037037"
"46227","31.247651515151517"
"77619","31.245588888888896"
"91364","31.24381343283582"
"90732","31.240055555555557"
"85750","31.240000000000006"
"68601","31.240000000000006"
"30082","31.240000000000006"
"60460","31.240000000000006"
"75551","31.240000000000006"
"18360","31.240000000000006"
"31329","31.240000000000006"
"28409","31.240000000000006"
"1719","31.240000000000006"
"7660","31.240000000000006"
"38261","31.240000000000006"
"64063","31.240000000000006"
"4345","31.240000000000002"
"15116","31.240000000000002"
"14214","31.235472727272736"
"33809","31.235320754716984"
"61032","31.23495408163259"
"20855","31.231491379310345"
"38351","31.230986798679766"
"42049","31.228041379310238"
"10021","31.226947368421058"
"67501","31.226885964912285"
"62439","31.22615740740734"
"20164","31.225568627450983"
"91801","31.220871794871794"
"27341","31.220782051282058"
"45648","31.218585714285705"
"77023","31.2183423913043"
"93427","31.218114035087726"
"63147","31.217867088607566"
"35005","31.215838709677424"
"48458","31.209560975609758"
"45368","31.208833333333335"
"78239","31.20713815789474"
"77077","31.206700000000005"
"92592","31.20594034090905"
"98075","31.199574324324303"
"33030","31.199206632652995"
"99901","31.19839583333332"
"71270","31.19676923076916"
"48335","31.196543478260875"
"44144","31.195914705882227"
"62629","31.194590909090916"
"40220","31.194345070422532"
"7666","31.19230337078648"
"60030","31.190000000000005"
"6489","31.188801204819242"
"7042","31.184546296296226"
"35207","31.184494444444393"
"20707","31.183926356589087"
"79311","31.176440677966106"
"94038","31.176440677966106"
"48170","31.176440677966106"
"64114","31.175833333333294"
"46385","31.174804347826033"
"30360","31.17336666666667"
"62626","31.171845454545462"
"14120","31.166686274509754"
"45801","31.166470588235295"
"91206","31.166470588235295"
"77957","31.166470588235295"
"62684","31.166470588235253"
"64507","31.166470588235246"
"91748","31.1657027027027"
"43015","31.165049999999972"
"33609","31.15423134328359"
"48867","31.146322916666602"
"44857","31.14541379310345"
"32571","31.143892307692205"
"32907","31.14384615384616"
"10560","31.143846153846123"
"68133","31.139425287356264"
"19034","31.139402597402572"
"92014","31.137728571428493"
"24614","31.137540983606563"
"28104","31.13725"
"11214","31.137066176470594"
"1001","31.13680733944952"
"44691","31.136292307692315"
"80231","31.135038167938827"
"32503","31.132857142857144"
"41098","31.128912037036958"
"29054","31.126863247863167"
"44103","31.12636363636364"
"93292","31.12314678899083"
"38117","31.122744897959187"
"95014","31.121986111111102"
"33186","31.121736842105268"
"6472","31.12173684210524"
"43085","31.119088709677428"
"97221","31.11825641025641"
"14620","31.116313131313056"
"48124","31.113629213483094"
"90255","31.112642857142863"
"27262","31.112469387755105"
"16148","31.111242424242434"
"62959","31.10919047619048"
"21773","31.10514388489208"
"54007","31.10492567567565"
"49615","31.103311320754646"
"46703","31.103216981132082"
"80222","31.101111111111116"
"92118","31.101111111111116"
"47995","31.101111111111116"
"98110","31.101111111111113"
"98205","31.101111111111113"
"30547","31.101111111111113"
"2125","31.101111111111113"
"2333","31.101111111111113"
"3037","31.101111111111113"
"33626","31.101111111111113"
"33023","31.100409090909096"
"31539","31.100069999999942"
"8107","31.097250000000006"
"94965","31.093191176470587"
"1453","31.0928652482269"
"83404","31.090874999999908"
"74434","31.085804964538905"
"37206","31.08571323529411"
"31793","31.083812500000004"
"48213","31.082892857142788"
"27295","31.081971264367773"
"75062","31.078264705882354"
"23464","31.077754385964916"
"27804","31.077206521739132"
"60025","31.077086956521747"
"47170","31.073500000000006"
"46055","31.071683673469394"
"92028","31.071081081081083"
"98033","31.070992647058816"
"33130","31.069280487804885"
"34211","31.066923076923082"
"96073","31.065799242424134"
"70816","31.063219512195126"
"33763","31.062800469483488"
"54838","31.061428571428575"
"73099","31.061428571428575"
"78045","31.061428571428575"
"60450","31.05831967213107"
"33477","31.058310606060616"
"27606","31.05755056179771"
"97128","31.057092783505087"
"91605","31.055186991869885"
"22980","31.05437142857142"
"99301","31.05413461538459"
"80526","31.053829787234047"
"8884","31.052596590909044"
"96002","31.05038793103449"
"45232","31.048882352941177"
"29301","31.04740163934427"
"43016","31.04654347826079"
"10039","31.043616071428488"
"60453","31.0433313609467"
"55379","31.042631578947372"
"91405","31.042631578947372"
"18074","31.042631578947372"
"7046","31.042631578947354"
"66093","31.041187499999964"
"84074","31.035493506493484"
"48315","31.03477611940299"
"95020","31.03388011695901"
"78746","31.033623188405702"
"2050","31.03361304347823"
"19713","31.028961038961015"
"32754","31.024482758620696"
"33467","31.024482758620692"
"45133","31.022564935064903"
"80615","31.021904761904768"
"60613","31.021356249999968"
"27320","31.021312500000004"
"95965","31.017300000000006"
"19040","31.013833333333345"
"96743","31.01177536231884"
"2780","31.010414634146336"
"23703","31.010311740890618"
"91103","31.009188524590108"
"85351","31.007946428571437"
"16146","31.00694915254238"
"37642","31.00648360655738"
"19067","30.995403225806395"
"74426","30.99418595041313"
"92646","30.99327096774182"
"32009","30.990250000000003"
"84058","30.99011643835615"
"70344","30.990105263157872"
"22003","30.990068592057696"
"35126","30.990051724137935"
"35967","30.990044117647063"
"6877","30.990044117646992"
"33764","30.99003125"
"80233","30.990010204081635"
"6704","30.990000000000006"
"37091","30.990000000000006"
"32433","30.990000000000006"
"27893","30.990000000000002"
"55429","30.990000000000002"
"22015","30.990000000000002"
"90305","30.989999999999995"
"53209","30.986787581699236"
"65619","30.980099009900943"
"36067","30.9776759259258"
"85234","30.977347272727194"
"78613","30.975915492957732"
"60554","30.97116981132076"
"76116","30.967386363636365"
"27024","30.964371794871802"
"19601","30.9642999999999"
"43430","30.96372368421053"
"50651","30.96301351351352"
"31093","30.961233812949523"
"47111","30.958008896797093"
"32218","30.957838709677425"
"61535","30.957741935483877"
"32080","30.954896984924538"
"85326","30.952453757225353"
"89113","30.95047029702964"
"46060","30.94900195312495"
"22315","30.94590476190465"
"76542","30.942864779874093"
"89122","30.942380952380955"
"75050","30.942067307692312"
"19805","30.941849397590328"
"17752","30.938116883116777"
"48212","30.93695132743358"
"34223","30.936601190476164"
"97222","30.93646428571429"
"6902","30.936464285714226"
"28443","30.93487931034472"
"91401","30.934500000000007"
"76226","30.933768749999974"
"23661","30.931323529411763"
"23662","30.93126470588236"
"83713","30.931235294117652"
"52241","30.928115044247708"
"77656","30.927500000000006"
"78660","30.927500000000006"
"54956","30.92711711711704"
"85650","30.926884210526268"
"48111","30.92344666666667"
"92307","30.921931818181825"
"43701","30.921399647887213"
"32934","30.921068965517247"
"65616","30.918714285714287"
"30453","30.91862637362632"
"68869","30.918614285714188"
"97739","30.915462686567167"
"19120","30.913904761904767"
"92649","30.913230769230776"
"34654","30.91139325842692"
"20011","30.910539772727223"
"33067","30.910522727272735"
"6426","30.909803571428576"
"27358","30.90952118644059"
"55441","30.908635869565185"
"60409","30.90782191780822"
"93015","30.90779113924048"
"19026","30.906833333333335"
"48342","30.90672222222222"
"76133","30.906694444444394"
"97346","30.905598591549285"
"44611","30.904043010752634"
"34736","30.903853448275864"
"84054","30.902665048543618"
"30303","30.902512987012983"
"89503","30.901866013071835"
"85035","30.901806722689006"
"85365","30.90091860465112"
"25312","30.899272727272727"
"32174","30.899090909090912"
"70006","30.899090909090912"
"48082","30.899090909090912"
"8330","30.899090909090912"
"48322","30.899090909090912"
"8036","30.899090909090912"
"7461","30.899090909090912"
"32405","30.89909090909085"
"10468","30.89803374233125"
"70360","30.897691082802424"
"44614","30.896337499999884"
"63129","30.89627500000001"
"98366","30.89500352112666"
"13092","30.893632530120453"
"53190","30.893322580645165"
"45459","30.89099056603766"
"64151","30.890029166666675"
"34480","30.88808252427177"
"60477","30.888061224489803"
"70460","30.88766666666667"
"28075","30.88552238805971"
"97089","30.885314285714212"
"60534","30.88529523809517"
"3104","30.882131999999995"
"38357","30.88160377358484"
"53405","30.879757352941176"
"91411","30.879259493670762"
"30126","30.879111111111115"
"59044","30.879000000000005"
"43804","30.878944444444446"
"17522","30.87888888888889"
"7731","30.878402912621283"
"85021","30.876500000000004"
"95060","30.87642424242425"
"79036","30.87252941176471"
"8087","30.872352941176473"
"37087","30.870393162393118"
"32547","30.86934482758621"
"3255","30.867315950920126"
"10583","30.867192982456146"
"45177","30.86372849462355"
"92234","30.86261764705876"
"11510","30.862379432624014"
"45402","30.861948717948724"
"70605","30.860870748299323"
"82001","30.85956521739131"
"85053","30.85956521739131"
"48419","30.85956521739131"
"79064","30.858926229508203"
"44905","30.8563762376237"
"32577","30.856232394366184"
"76367","30.850463963963882"
"93010","30.849653508771937"
"93401","30.84778861788609"
"2446","30.847246031746035"
"7628","30.84719047619048"
"32713","30.84714285714286"
"1830","30.84714285714286"
"32835","30.846733333333287"
"67156","30.8438490566037"
"33032","30.84350862068966"
"84081","30.841418918918922"
